id,description,cost,createTime
5c4d4d9c-6c5c-4cdd-986a-e0b800c67159,Popcorn Rice(a Basmati and American long grain hybrid),138.696084297468,2022-09-01
c0afe7e8-11bb-48e8-9e68-90eed9e45770,Asian Pear,413.16035806429505,2022-09-01
cbb12c2d-7a6b-41c5-9967-f2a7bd138523,Lemon,388.39933799696666,2022-09-01
5a3559e9-1695-472c-9f4b-f230ac6dc33e,Quince,411.90305817325714,2022-09-01
059950c9-fe7c-4a4d-ba26-755dd9a431e6,Oranges,151.6961261078531,2022-09-01
e99ec77c-e74d-45bf-9b11-d47c53bce0f3,Black Japonica,322.5323540069022,2022-09-01
7d71723e-5460-4fb1-8113-c31146d0815e,Camargue Red Rice/Riz Rouge,430.85284975511456,2022-09-01
68d7c596-512a-4465-b24f-07e8408dd350,Bhutanese Red,16.573733343814613,2022-09-01
b909ef97-1707-484e-aab1-bfc7d51d5412,Pear,474.4994481764516,2022-09-01
4e02a88f-6eeb-4a98-b3fd-0d9ada6cd5ca,Passion Fruit,503.9034524733059,2022-09-01
d7a4ac8b-1228-4db2-b3ed-26cd24774c45,Lucuma,180.2783204756052,2022-09-01
1d733c47-7bd3-4968-a270-4a9b98db258e,Grapefruit,405.27748039056956,2022-09-01
8417f784-db5b-4e1c-b0ed-2354f09d7694,Pomegranate,258.6234129619245,2022-09-01
56f4171c-8b8c-43b6-af26-1875ee75d49e,Currant,195.87788349188787,2022-09-01
82161989-be06-45ec-8110-50af0bdf0920,Arborio,392.1525786259516,2022-09-01
e76f69ae-99ec-4b65-a7c0-20cd738b240b,Mango,368.03418617754267,2022-09-01
3f6bf499-5b85-43a3-a703-71f3c7ebb39e,Plantain,480.9861206000352,2022-09-01
86ac483d-19ad-4758-b988-3327bb1a56ae,Raisin,446.19924268625783,2022-09-01
d12fd124-8f5d-41bf-8dde-88ab55b1ff21,Valencia,380.49084535702286,2022-09-01
4b28f76f-30b3-478d-8796-bb45a6580a4c,Nectarine,425.36040503037464,2022-09-01
a7ea0d5d-4fe4-4123-bf4a-4cecd36d574f,Coconut,78.65375503304038,2022-09-01
76da07d5-9748-49a7-b8d5-bcb8cc74ba39,Purple Sticky,182.1649634892774,2022-09-01
311a8acf-9792-4bc8-904f-92b5b92346b6,Kiwifruit,391.235173303044,2022-09-01
5badf8f9-c758-473b-af24-a7d83647f4a2,Jujube,377.0118209350594,2022-09-01
8af06de8-8ce0-476d-ae43-e9782a655b38,Paella,66.3211250664229,2022-09-01
014a6e4a-7e5a-4e96-b756-b1243b4bfa13,Patna,265.15119034306065,2022-09-01
00ecbaa9-036a-418f-b6f9-dd6402f481ff,Tamarillo,129.73983012596972,2022-09-01
1b74bbfb-b90c-410a-b6d0-ef744985b117,Citron,19.444612938037444,2022-09-01
ead32709-3e24-4458-b29d-3e26035792e3,Lime,289.43388065736997,2022-09-01
95dd4cb1-b792-487c-84dc-128aaf2d7463,Carnaroli,29.934661207390015,2022-09-01
45338879-0bb2-4fe0-90eb-404acdc854c4,Guava,272.26413724601,2022-09-01
6dfe63f6-f0cd-41fd-a4ec-412eb47142ac,Jackfruit,242.8872505642146,2022-09-01
f71eb327-c79c-4fef-b1eb-e35cb41d7ca5,Dragon Fruit/Pitaya,339.395697746101,2022-09-01
86000cc4-7595-4d95-a908-f63635c080df,Plum,280.6895485308527,2022-09-01
4d3dcec1-32a5-45a4-800d-e3fa6f1a68dc,White,16.480547276329684,2022-09-01
f76ea110-9582-4d7f-a21b-0b0cf036f0bf,Medium Grain,104.16850611291471,2022-09-01
e157bfa8-a303-4ddf-9cda-195e67155e6e,Forbidden/Black Forbidden Rice,358.964234809965,2022-09-01
dd0f7089-803c-41c1-9e64-8b4421c63324,Melons- see Melons List,139.8539344712436,2022-09-01
5353d08e-e69a-456f-b9d5-ea4d0a5f4e07,Noni,29.22865028836934,2022-09-01
114b9332-d375-4900-838d-5c36ab393815,Navel,59.82618148772205,2022-09-01
e2023029-f8e2-454c-9913-6044f76afed9,Tomato,495.72450014432985,2022-09-01
59c9f74b-c92d-4cf8-a2f9-b69816af4578,Longan,23.501598447890284,2022-09-01
6ab0ba94-d434-4a0f-aaa4-a21e2e4b97c1,"Mandarin- Clementine, Satsuma",31.093221587751675,2022-09-01
5c3bf69b-77ad-4a81-943e-cf95c68a142d,Persimmon,335.52497617443436,2022-09-01
d67249ab-e9c9-4bad-8f41-624bd9477b56,Kalijira/Kala Jeera,119.4387047029572,2022-09-01
2f00b295-4a8a-4d49-bc8e-bf7055ed544a,Grapes,347.42140672245887,2022-09-01
1d90bfe8-e982-4866-be38-5e791ca90571,Tangelo,216.8574797664377,2022-09-01
ec2ecd92-52ff-4003-875c-4d677526eff2,Rambutan,402.44083168334544,2022-09-01
84a74c2d-9d2e-43d6-9724-a98ac40b3c8d,Instant,105.10666063193318,2022-09-01
20cf8b1b-b2e4-4151-b32f-7d42da0ccab2,Parboiled/Converted,351.7981366336639,2022-09-01
918ba04f-1593-46f6-8c4b-62a03c5e1850,Brown,248.47969233055787,2022-09-01
82c8e458-b016-4d29-8f00-02eabedb7529,Citron,229.02301347070957,2022-09-01
82f98150-82bb-4d86-b183-485ec9911eba,Carob,497.73096860581575,2022-09-01
bceca788-8baf-4708-9080-ba9b4f0f0400,Plum,169.20460277087372,2022-09-01
8eae86ca-fe18-4a31-be29-41db846efdf7,Rhubarb,172.96484429534664,2022-09-01
05a02468-53ad-439e-8ffe-7ad6718c5f4d,Purple Sticky,377.4241936541586,2022-09-01
f885d7f1-ad44-4eed-827a-566d154e51dc,Tomato,217.06643145795584,2022-09-01
f8c07830-06e5-481b-993a-9d9bfa8e6ea8,Tamarillo,450.55673790999765,2022-09-01
44442e95-a9e7-444d-9d15-1fd9300dbfd6,Tamarind,311.3498008182899,2022-09-01
188d9429-d6d0-498a-a0f3-015f12c281f4,Nectarine,117.89239990088029,2022-09-01
8ff64ab7-a823-4d06-9726-a40f0dcfddb6,Mangosteen,131.04327033371743,2022-09-01
275bc163-f77e-48de-aa26-ba181372b98d,Sticky/Glutinous/Sweet/Mochi,506.7494172431082,2022-09-01
1c8eb80d-e207-4719-8b5e-8ab05b5bfd6a,Coconut,436.9937648830045,2022-09-01
da9bcc3c-caae-4b04-af5b-723c168eff08,Cherry,41.547955677976134,2022-09-01
bfb93209-ec4a-4421-b8de-2a276d05d1ec,Parboiled/Converted,325.08891444427746,2022-09-01
046d9c12-12f4-42a6-8b46-1333cce9a556,Kiwifruit,19.88243279924561,2022-09-01
975cee2a-3f78-49ae-a68f-5b81fc4175f2,Persimmon,411.463120886416,2022-09-01
00705f22-4d8f-4e4b-8449-a9b097ae83e6,Carnaroli,162.22229232102057,2022-09-01
ada42f3e-fb4f-4474-b698-a351cb495b69,Longan,221.23313314008695,2022-09-01
b51f19fe-d394-44ea-83f8-da2a276f967e,Noni,427.30220210577335,2022-09-01
1c0608bd-150c-4ed4-adc7-41db9af29b2c,Pomelo,374.5224920895207,2022-09-01
5148b042-0f93-43e2-b8d3-033dee51a909,Breadfruit,211.41437504705078,2022-09-01
0a7a25b4-c6ab-403e-b212-1a2e4d798eae,Valencia,355.66671275626976,2022-09-01
153ca622-5a56-4a12-bfd7-af6fa5611adc,Rambutan,84.12644749891989,2022-09-01
cb00c181-1ac9-4a84-bd66-134a8df8788e,Popcorn Rice(a Basmati and American long grain hybrid),91.09156978198246,2022-09-01
d8d1083b-4d11-42b8-bcff-ebfd0dc8f7fc,"Mandarin- Clementine, Satsuma",246.92432645215717,2022-09-01
3054a4aa-c8a0-41a9-ad57-3ec6ccdbd980,Lime,106.33370742594238,2022-09-01
bf99a42c-5cb5-417d-90b5-57365b22bffc,Fig,265.4852861867578,2022-09-01
4848ba87-d37b-490f-8a81-4b52011ccd4d,Lemon,142.49977861619732,2022-09-01
a7beefbe-aa1f-4feb-ad6e-98523ff56b5c,Medium Grain,315.35313647926125,2022-09-01
3bf5817b-bf2a-4de8-8eda-69b6bf2ba718,Brown,473.17282411384446,2022-09-01
cf7d19c3-f5dd-470a-ad74-2f4ddb560521,Berries- see Berries List,478.40365635473614,2022-09-01
2ee7ed3b-1f91-4db9-b563-b05f434738ef,Prickly Pear/Cactus Pear,311.96867723021296,2022-09-01
c76ecaca-9c73-4710-8093-fbaa49b570da,Pomegranate,231.41067190591696,2022-09-01
346ef800-7ccd-47e1-807a-1ccb68ebc8b7,Paella,152.78326972739185,2022-09-01
c5943b86-8129-4ff9-ba4c-9c319ac64741,Kalijira/Kala Jeera,415.0664881609303,2022-09-01
861fcee4-6353-418e-86ff-8303e8185dd1,Ginger,254.97449289935253,2022-09-01
a242f6c4-aa46-4d96-a0ed-e8157a988530,Loquat,62.85350058775795,2022-09-01
d63722aa-b1a4-49b4-ab9d-1f9789d393c5,Tangelo,116.57577812329954,2022-09-01
a8008245-3e63-4443-b59d-ef970cdf8f60,Grapefruit,194.1492868779931,2022-09-01
2d2bb4ed-ec87-4dda-b083-97a60f31fc45,Jujube,363.9909570305828,2022-09-01
5c62cea4-b8be-42cb-a02f-bb203031db72,Calasparra,138.87794764312278,2022-09-01
6e1ec395-fb6b-4d3f-a006-77a5f275c834,Raisin,196.8797201308206,2022-09-01
e741a972-8013-40cd-83ed-cd0897f899ac,Avocado,304.9632533844662,2022-09-01
5983b27a-aaf9-4113-a44d-722abd462a0c,Durian,134.08519780675869,2022-09-01
e472c186-c2c6-496f-92e8-e51ec63d23ef,Navel,331.92242913829176,2022-09-01
b2a3d913-03d5-4385-ad13-7e8244eb3729,Pear,309.01222506089334,2022-09-01
f5ff7bbc-e39c-40bf-b255-f2322ec64f1b,Black Japonica,390.3556129309469,2022-09-01
0f3a28e2-90db-48fb-9deb-31a850720f88,Currant,310.93715522308145,2022-09-01
5a537816-e354-4ab3-b10b-5fa4d8b99167,Prunes,498.08736515091863,2022-09-01
8548fa9f-9b6d-4ef2-a599-884c2753f285,Pineapple,388.9753981367274,2022-09-01
a58fe41f-5d29-459c-a6bf-3bcc7800485f,Short Grain,178.6219723188462,2022-09-01
65ff7440-4286-48ed-9591-d08deab91b51,Passion Fruit,156.07550666163561,2022-09-01
cba400dc-76e8-4d5d-833e-a3dfbad158c6,Damson,299.75950979654624,2022-09-01
10087a24-9727-4fcd-a6b0-c954136f1e67,Bhutanese Red,406.233012316167,2022-09-01
6f9e9f8a-b460-4ab0-9293-9c09c366b5e6,Grapes,502.12917985138887,2022-09-01
a4355245-6389-4720-a763-e417c962307b,White,295.470994265834,2022-09-01
5a1c2c7b-dd67-4a80-9b17-b5b39c8b4bef,Lucuma,175.531908070906,2022-09-01
2f163cd0-6e1c-4bbf-9b31-1e131a702c2a,Blood Orange,418.92809764936237,2022-09-01
6f672947-d830-47ee-9f95-4212678916bf,Apricot,420.9133083691215,2022-09-01
0b60a8a0-ecb0-4721-a512-bdcd0cf016b7,Oranges,327.1005165917236,2022-09-01
0ee1a627-46db-4103-9a4a-292cbb251a56,Mamey Sapote,467.13901319211874,2022-09-01
c0f62482-7c68-4705-823c-35357bb18e1d,Melons- see Melons List,74.93803405703986,2022-09-01
9545f544-8f1b-4b4a-afb0-7d0ffa15c1c0,Forbidden/Black Forbidden Rice,503.20918910666813,2022-09-01
0f8e1346-af38-4615-a739-fbfa469c9013,Peach,150.69287806570014,2022-09-01
b5e9420d-a65d-4349-843f-2a0b9a959ab0,Nance,160.88102359729177,2022-09-01
9f7e9c19-780f-4451-b343-1b951ea3ad58,Lychee,226.32382835583437,2022-09-01
4b854e08-b692-4cd6-91f7-338760a65209,Guava,301.6838060301414,2022-09-01
1b75eeab-7870-4005-9dea-2810d4b7ccaf,Jackfruit,348.5902618135403,2022-09-01
d720bcde-b2dd-4f28-b724-9e94c5d40be5,Kumquat,351.8899012761807,2022-09-01
fbe0fad5-4a9c-4968-8930-16daac484e6b,Arborio,417.0157003348949,2022-09-01
cb8d5139-9fb9-42fe-b858-0c9d7b726bcf,Plantain,504.08773153468906,2022-09-01
a9df2a60-1999-4f38-90a4-307783705037,Sushi,390.5063598422462,2022-09-01
50a7aa31-8040-4232-bab5-8ea03bdfed5e,Papaya,393.5936381028188,2022-09-01
242cfc6c-5b24-47c0-9077-6bf1925c7c7f,Wild Rice,423.98681301635645,2022-09-01
45620199-e306-4f84-b5dd-ea571789c5f3,Jasmine,130.10486421036535,2022-09-01
b14896b1-f3d5-451a-816a-de33792bb527,Starfruit,456.9356172345038,2022-09-01
f0b5eaf5-77f4-4e8f-89ac-2623ae97ea51,Instant,251.86442154797777,2022-09-01
60f4c7f9-753d-43d3-b46b-ce4f0bbcf789,Mango,280.7025458849662,2022-09-01
8b45e9c1-820e-437b-85d8-21c31c121617,Dragon Fruit/Pitaya,492.37241108044907,2022-09-01
744559da-c72e-42cf-975c-5fd01575986b,Quince,276.0649307989664,2022-09-01
42b1cd2e-ee19-44e4-972d-359f4ba09c68,Camargue Red Rice/Riz Rouge,343.58988662980306,2022-09-01
7495a08b-3a8f-4aba-bf95-9d613121134d,Long Grain,288.29260693071757,2022-09-01
fd0dec57-02c5-492e-947b-265106f681d3,Basmati,438.95923014295926,2022-09-01
41171245-6802-4280-a570-b1928840826b,Tangerine,47.26236774031905,2022-09-01
e76c4e2b-c06e-4871-a476-79236b13abb7,Asian Pear,102.78577457636244,2022-09-01
13a0480c-2125-4db9-aaac-8c005026301d,Calrose,424.678612498698,2022-09-01
01b052cb-b338-41d0-9c91-2dbc599eff4c,Patna,147.0320816132587,2022-09-01
2e1d7bd4-03eb-46ae-af90-cd81c10fb40f,Seville,280.564771394665,2022-09-01
03ec2f57-e4c6-4d92-9a8e-8550d4fefca7,Valencia,183.87237242933935,2022-09-01
2ef9174e-9a4a-4786-8d27-8d9c6ed1ea2a,Date,294.799728519809,2022-09-01
7b6930f0-5172-48f2-b141-972467299fe4,Banana,443.0060354238624,2022-09-01
81a02e10-3548-4d51-8961-e844f3a5895b,Apple,216.05898158372904,2022-09-01
b78d5e33-1bbb-4da3-937a-4d04cd3acb67,Banana,81.36553036971304,2022-09-01
80399707-e416-4ab0-afcd-41b59fc45357,Paella,326.1143077626144,2022-09-01
d96dbd4b-3e25-46e7-b8a3-ff42165febfc,Jujube,283.1661828538539,2022-09-01
3ca7ff6e-9f11-4106-a00f-6de909c593c3,Medium Grain,399.64898966126486,2022-09-01
591e1d9c-ef9c-4c17-ba27-cd4ba1af7807,Starfruit,17.98754362638421,2022-09-01
1cb153c2-b225-4d9e-acf0-14e947e69fe0,Wild Rice,302.715542000972,2022-09-01
2e13f80b-ff69-4d51-8d29-c63fc95e7136,Camargue Red Rice/Riz Rouge,140.56471212574684,2022-09-01
34b42ab0-656e-4058-bc1b-b534dbcbe5ea,Blood Orange,482.4238516708002,2022-09-01
50b8261d-f499-4590-b86c-6b0221927b17,Nance,229.08158276894713,2022-09-01
e921ff75-e8e9-425b-92ff-2a05393bba3f,Berries- see Berries List,48.68420640230369,2022-09-01
4acd3c87-459a-445b-bca7-56bacf972049,Nectarine,108.93846132648059,2022-09-01
78bbdf19-3561-43ee-aaa4-42b4b930ee68,Lychee,379.68920070249874,2022-09-01
6b13f257-eef1-4f04-b82c-135b58032f61,Long Grain,250.21769399468386,2022-09-01
7771d9ae-09dd-4f44-b486-99381d64eadb,Peach,116.71198598696301,2022-09-01
e130863a-3af7-42f1-9590-06b35642dcc7,Grapefruit,52.45859818601261,2022-09-01
01689236-d0c8-4ad2-a9ad-d6ef6b662353,Mamey Sapote,72.69746492974897,2022-09-01
7b7266a4-4cf2-49be-986f-058d48f2a4bc,Mangosteen,497.0069486132421,2022-09-01
f906b893-fe30-449d-9179-1499924a1278,Seville,211.56362741121708,2022-09-01
22e6fd97-d384-42d0-83e6-bb77b735af3d,Citron,101.31558099161036,2022-09-01
fe231090-2716-47d7-ab46-6d6696682f0a,Apricot,61.209789280525605,2022-09-01
c852b57f-c017-40bf-9493-daf8a080ccf7,Lime,311.3944021619643,2022-09-01
08ef810f-98fe-4c63-9798-0981e74947f2,Papaya,279.6068331079467,2022-09-01
e6cb147c-7d92-4ae7-84f8-de29b92b1d0f,Tamarind,217.45871530405913,2022-09-01
1f751e7d-17b3-4b2a-80cb-b5c19d392ce1,Calrose,278.24525983318756,2022-09-01
f87a2cca-a42c-4feb-8199-29cd554750fc,Rhubarb,237.08040574413863,2022-09-01
5bd065d7-8102-4626-84da-0c2ee1210828,Jackfruit,225.42343457643491,2022-09-01
a2512583-56c5-4c84-b598-55564e257901,Date,432.25129399036814,2022-09-01
d012fa20-0735-4747-a84e-8179556e54a8,Purple Sticky,159.72068354789653,2022-09-01
d1781677-c540-4032-990f-08cf5c86beff,Avocado,78.22381564651303,2022-09-01
3b304a44-fd58-41c4-90f3-cb4d12b53a9c,Lucuma,74.4259739034771,2022-09-01
9d5345e0-e6d1-4c1c-9dac-82ac242ae854,Persimmon,188.36850246894497,2022-09-01
2641c9a0-2fc1-499f-8c2a-89d8dc37f3d3,Ginger,21.15673284163399,2022-09-01
7a3a8126-a5e5-4a53-b4c1-989a0246b20c,Valencia,290.20922071828466,2022-09-01
51162d8b-3b39-4e59-98fc-ddeb2638d47c,Pomelo,86.4387259430368,2022-09-01
f8d2427d-2cb7-4a4b-944a-49a8c3149bfc,Bhutanese Red,501.95682889323473,2022-09-01
13261e4d-ed4a-4907-8b6d-2e4a05fc663a,White,431.2242090746194,2022-09-01
3dc95973-5ea5-4fa2-81eb-bf304596293c,Fig,449.01466482608447,2022-09-01
183c5d12-3255-4845-a43a-532c3f394f5d,Asian Pear,339.36245851264863,2022-09-01
a7c84454-6627-4cdd-bdc2-7af506a11a7d,Pomegranate,397.8899920779678,2022-09-01
19b41deb-e6db-4e79-b2aa-e92560c4a4df,Pear,387.62641600342374,2022-09-01
b752a388-f197-4443-b8a6-983b75a01e51,Prickly Pear/Cactus Pear,446.5949118657216,2022-09-01
4201519a-97a6-4411-a590-e20e0e45b71c,Prunes,144.32719883064536,2022-09-01
5a073d9d-f4b8-4ed1-bda4-a66df898400c,Popcorn Rice(a Basmati and American long grain hybrid),260.8980066966203,2022-09-01
0b5cff8a-098d-40e4-a32c-c73fc4587ba4,Noni,294.66164633678125,2022-09-01
9916b523-00b8-4353-81d5-e9003268ff44,Instant,163.69935736090534,2022-09-01
fe13fbce-18d3-4546-89d3-3cb3b805e99d,Carob,324.1479197945396,2022-09-01
b63552b4-6940-4517-aa31-99b4d5c29993,Passion Fruit,388.4120888326949,2022-09-01
817aa12b-4673-409b-a649-65b8700bc0f0,Tangelo,13.782349808803431,2022-09-01
b4ecd51a-c1ad-4882-8b3e-2f62bb4924c1,Durian,178.67251090551844,2022-09-01
46a4f548-20eb-46af-af15-25899f9ab304,Longan,385.4324871400402,2022-09-01
63f75cc1-3493-4d66-a391-98b267bb8971,Parboiled/Converted,127.15989469677551,2022-09-01
69e27d3a-4e46-47e2-89fe-05a83fe085b7,Tomato,108.56501983828458,2022-09-01
6ad8eb1a-1e01-426c-a8eb-b3ac5b39cc52,Short Grain,81.03902699584086,2022-09-01
3791efda-8f38-4a47-a0a7-57c8575957da,Currant,441.3519810219693,2022-09-01
86d95ed0-f2fd-49d9-ba91-921b6cc8afff,Sticky/Glutinous/Sweet/Mochi,24.8616507145245,2022-09-01
05b8346c-274d-46b3-adac-fe20b36f3b86,Pineapple,333.7277666656004,2022-09-01
810cb4ed-fc9a-4fb0-abc7-d019899e6d59,Basmati,172.05392230365612,2022-09-01
3ec621d5-d1b7-4a4d-a709-5ccb4d1cdf3c,Plantain,396.86844755321863,2022-09-01
b047469b-9a7b-4a95-a995-2decb039769a,Sushi,430.81940790179686,2022-09-01
2f2e6999-101e-44f7-8878-95532c147ca9,Coconut,424.1799990771865,2022-09-01
8501ff8f-9a72-4205-82b9-83e402287915,Black Japonica,250.90290588994856,2022-09-01
1786dbe2-5925-48cf-a0d5-a4bf81d3fc97,Brown,391.12517119785184,2022-09-01
c08293f6-bacc-49aa-8532-1ac184449ea0,Jasmine,434.7578571376638,2022-09-01
49581543-8171-456c-9b32-8071f714d5f7,Kalijira/Kala Jeera,324.56143400560546,2022-09-01
e7cee970-3aa2-45f4-b348-5e8d2aa3d4a0,Grapes,304.86609317941895,2022-09-01
a1f9dbbb-9cf3-4177-86f4-d83fecae2738,Melons- see Melons List,302.7398217499581,2022-09-01
840c53b7-a515-41fc-bc5d-c2a6db9f4ce4,Patna,441.96667928706495,2022-09-01
44f6e827-57a3-41d7-b8ad-b9bd625503c7,Kumquat,162.32518248316612,2022-09-01
e2e3c2f8-793d-4aae-b87a-f9e22595693f,Navel,244.5129428272554,2022-09-01
567b1251-d112-4cde-b131-5dcf9f0e4858,Tangerine,262.9011932810388,2022-09-01
75fe453b-9d72-4617-a5a6-f25a709fa741,Carnaroli,44.610693966764195,2022-09-01
9c7bf0b3-c9e9-4c83-bb9a-0d1817eb7ea8,Damson,508.1424357189969,2022-09-01
4262f5d8-ea92-413d-abb9-912d23fed1ae,Oranges,350.87460412106645,2022-09-01
d815d93c-16ba-482b-b790-bf5c69022b19,Lemon,88.45486008877661,2022-09-01
8612d6e8-2c1d-4707-aac4-901a9636f9bd,"Mandarin- Clementine, Satsuma",164.01569423654894,2022-09-01
a3578268-4435-4c52-98d2-5ab219ba19e0,Cherry,286.25375257102894,2022-09-01
a675d988-b1a3-45d0-8aec-4a609904df65,Forbidden/Black Forbidden Rice,330.54403273169464,2022-09-01
a7524d4a-5edb-462d-8b89-065836c8d6c9,Plum,342.5739677880952,2022-09-01
c8fd4508-e4a3-473d-84dd-e1561dfb838d,Loquat,206.80391756252047,2022-09-01
176c13e8-f5a5-423e-b4ff-c3734386aa3b,Rambutan,94.36496386052411,2022-09-01
ea8ec5ed-0eec-427c-81b7-695d8d6f7746,Quince,306.7832335295587,2022-09-01
86a9fd52-ee8b-4be3-9b73-9f2fb0247fbc,Calasparra,354.1457473825698,2022-09-01
8460b753-c4cf-4fe2-b727-89fa601bcd51,Tamarillo,198.94485773841268,2022-09-01
fcc760a1-a48b-40c0-8860-be4d7ed428ba,Dragon Fruit/Pitaya,167.78282931612708,2022-09-01
76404946-226e-48cf-9ba7-f49ed96013fa,Mango,209.9705674984909,2022-09-01
4067ac10-b0ee-4055-a631-825b1131be2e,Valencia,478.6652188268046,2022-09-01
2085af8f-f62c-41c2-9469-7769cc8a888b,Raisin,36.103346168924624,2022-09-01
6213851e-fefe-4bc4-b1d6-59d431965b5c,Apple,275.708761489037,2022-09-01
32c6004b-f75e-4fed-95c8-09b539986482,Kiwifruit,369.10026603859194,2022-09-01
355535d5-86ce-4251-9434-131a7935e905,Arborio,163.2121740729503,2022-09-01
f52efb1e-f794-450d-a08a-94614f04b1e2,Guava,116.1081349636791,2022-09-01
25f32015-6bfa-4b04-ba2d-8603bda55847,Breadfruit,468.9563200067988,2022-09-01
67a21454-870c-4198-810b-b986090595b9,Basmati,147.55006472041103,2022-09-01
ddc0d4ac-a692-4d16-918f-3807d3762005,Popcorn Rice(a Basmati and American long grain hybrid),485.99802875313793,2022-09-01
3c63612b-676f-43da-b517-90b1ecd7892d,Jasmine,199.93101589412643,2022-09-01
b13ca3ce-8b52-42ce-8182-6c852a7239eb,Papaya,307.83075505646616,2022-09-01
fe34f879-5400-4976-a10c-f9f7f4a23a4d,Coconut,210.96191509049322,2022-09-01
55d2e4f5-7d8a-45f1-99eb-8f8894fbde93,Mamey Sapote,277.00395676350365,2022-09-01
0017000b-7855-4fcf-a2f9-ebbb8cef8276,Kalijira/Kala Jeera,381.2573481147099,2022-09-01
600826f2-ffb5-4671-b95d-0dee099bac90,Dragon Fruit/Pitaya,486.5068645258987,2022-09-01
49ca3d46-20df-4641-a677-ce14af2ed12f,Grapes,462.8342527703328,2022-09-01
beb4423c-65ee-4f83-a388-7ff1ed31fed7,Black Japonica,190.3923259478679,2022-09-01
